risk_event_id,project_id,mp_id,mp_name,detected_on,risk_score,risk_level,risk_reason,review_status,data_type
RE00010654,P01932,MP025,Arjun Nair,2026-01-02,28.9,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010655,P01932,MP025,Arjun Nair,2025-09-28,18.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010656,P01933,MP032,Rahul Singh,2025-07-10,28.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010657,P01933,MP032,Rahul Singh,2025-10-27,14.5,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010658,P01933,MP032,Rahul Singh,2025-09-18,37.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010659,P01933,MP032,Rahul Singh,2025-06-10,29.4,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010660,P01933,MP032,Rahul Singh,2025-11-03,15.1,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010661,P01934,MP039,Kavita Mehta,2025-01-19,5.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010662,P01934,MP039,Kavita Mehta,2026-06-27,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010663,P01934,MP039,Kavita Mehta,2025-08-19,8.2,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010664,P01935,MP046,Amit Sharma,2026-02-03,24.4,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010665,P01935,MP046,Amit Sharma,2026-03-21,27.2,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010666,P01935,MP046,Amit Sharma,2026-05-19,23.7,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010667,P01935,MP046,Amit Sharma,2026-04-16,15.4,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010668,P01935,MP046,Amit Sharma,2025-04-18,37.3,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010669,P01935,MP046,Amit Sharma,2025-12-27,36.8,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010670,P01935,MP046,Amit Sharma,2026-03-14,44.5,MEDIUM,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010671,P01936,MP053,Suresh Joshi,2025-03-20,16.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010672,P01936,MP053,Suresh Joshi,2025-10-28,20.1,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010673,P01936,MP053,Suresh Joshi,2025-01-14,20.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010674,P01936,MP053,Suresh Joshi,2026-05-15,26.2,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010675,P01937,MP060,Deepak Nair,2026-06-19,17.4,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010676,P01937,MP060,Deepak Nair,2025-08-22,30.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010677,P01937,MP060,Deepak Nair,2026-04-20,34.7,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010678,P01937,MP060,Deepak Nair,2026-01-25,32.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010679,P01937,MP060,Deepak Nair,2026-08-06,43.1,MEDIUM,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010680,P01938,MP007,Vikram Singh,2026-07-17,58.0,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010681,P01938,MP007,Vikram Singh,2025-07-06,66.4,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010682,P01938,MP007,Vikram Singh,2025-12-28,51.9,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010683,P01938,MP007,Vikram Singh,2026-02-24,70.4,HIGH,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010684,P01938,MP007,Vikram Singh,2025-09-16,77.4,HIGH,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010685,P01938,MP007,Vikram Singh,2025-02-01,68.0,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010686,P01939,MP014,Manoj Mehta,2025-12-24,46.5,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010687,P01939,MP014,Manoj Mehta,2025-05-08,36.5,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010688,P01939,MP014,Manoj Mehta,2026-03-16,44.7,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010689,P01939,MP014,Manoj Mehta,2025-05-25,33.4,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010690,P01940,MP021,Neha Sharma,2025-07-14,5.0,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010691,P01940,MP021,Neha Sharma,2026-07-17,9.2,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010692,P01940,MP021,Neha Sharma,2026-03-20,31.2,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010693,P01940,MP021,Neha Sharma,2025-07-23,16.5,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010694,P01940,MP021,Neha Sharma,2025-02-25,20.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010695,P01940,MP021,Neha Sharma,2026-01-31,34.3,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010696,P01940,MP021,Neha Sharma,2026-01-30,24.7,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010697,P01940,MP021,Neha Sharma,2025-09-28,49.9,MEDIUM,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010698,P01941,MP028,Pooja Joshi,2025-02-04,34.8,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010699,P01941,MP028,Pooja Joshi,2026-04-07,5.0,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010700,P01941,MP028,Pooja Joshi,2025-03-25,27.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010701,P01941,MP028,Pooja Joshi,2025-01-17,7.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010702,P01941,MP028,Pooja Joshi,2026-08-19,17.7,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010703,P01941,MP028,Pooja Joshi,2025-08-24,37.0,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010704,P01941,MP028,Pooja Joshi,2025-06-29,28.8,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010705,P01941,MP028,Pooja Joshi,2025-11-14,44.9,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010706,P01942,MP035,Ravi Nair,2025-04-29,43.0,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010707,P01942,MP035,Ravi Nair,2025-10-17,31.8,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010708,P01942,MP035,Ravi Nair,2025-07-15,53.7,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010709,P01943,MP042,Nitin Singh,2026-06-16,14.1,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010710,P01943,MP042,Nitin Singh,2026-01-01,12.6,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010711,P01943,MP042,Nitin Singh,2025-09-28,10.1,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010712,P01944,MP049,Anita Mehta,2026-02-27,5.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010713,P01944,MP049,Anita Mehta,2025-04-14,5.0,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010714,P01944,MP049,Anita Mehta,2025-10-24,5.0,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010715,P01944,MP049,Anita Mehta,2025-07-24,5.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010716,P01944,MP049,Anita Mehta,2025-02-16,12.8,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010717,P01944,MP049,Anita Mehta,2025-11-05,5.0,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010718,P01944,MP049,Anita Mehta,2025-03-30,11.5,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010719,P01944,MP049,Anita Mehta,2025-07-15,17.5,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010720,P01945,MP056,Meena Sharma,2026-02-24,16.1,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010721,P01945,MP056,Meena Sharma,2025-04-03,10.6,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010722,P01945,MP056,Meena Sharma,2026-05-07,13.6,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010723,P01945,MP056,Meena Sharma,2026-07-20,20.2,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010724,P01945,MP056,Meena Sharma,2025-02-28,35.1,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010725,P01945,MP056,Meena Sharma,2025-07-21,16.5,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010726,P01945,MP056,Meena Sharma,2025-06-08,13.8,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010727,P01946,MP003,Priya Joshi,2026-01-02,37.6,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010728,P01946,MP003,Priya Joshi,2026-05-26,15.1,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010729,P01946,MP003,Priya Joshi,2025-10-21,22.9,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010730,P01946,MP003,Priya Joshi,2026-04-16,26.8,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010731,P01946,MP003,Priya Joshi,2026-06-16,29.4,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010732,P01946,MP003,Priya Joshi,2025-02-03,33.2,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010733,P01947,MP010,Arjun Nair,2025-07-20,29.8,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010734,P01947,MP010,Arjun Nair,2025-04-04,39.7,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010735,P01947,MP010,Arjun Nair,2025-04-16,32.2,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010736,P01947,MP010,Arjun Nair,2025-05-22,42.3,MEDIUM,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010737,P01947,MP010,Arjun Nair,2025-01-23,50.5,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010738,P01947,MP010,Arjun Nair,2026-02-23,44.5,MEDIUM,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010739,P01948,MP017,Rahul Singh,2025-07-17,5.0,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010740,P01948,MP017,Rahul Singh,2025-03-29,5.0,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010741,P01948,MP017,Rahul Singh,2026-07-12,5.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010742,P01948,MP017,Rahul Singh,2025-09-25,5.0,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010743,P01948,MP017,Rahul Singh,2025-01-30,5.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010744,P01948,MP017,Rahul Singh,2025-06-20,6.5,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010745,P01949,MP024,Kavita Mehta,2026-07-10,24.1,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010746,P01949,MP024,Kavita Mehta,2026-03-02,34.9,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010747,P01949,MP024,Kavita Mehta,2026-06-26,19.6,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010748,P01950,MP031,Amit Sharma,2025-05-10,13.6,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010749,P01950,MP031,Amit Sharma,2025-12-22,13.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010750,P01950,MP031,Amit Sharma,2026-02-16,25.9,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010751,P01950,MP031,Amit Sharma,2026-08-20,28.9,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010752,P01950,MP031,Amit Sharma,2026-01-25,39.2,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010753,P01950,MP031,Amit Sharma,2026-01-10,24.6,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010754,P01951,MP038,Suresh Joshi,2026-01-29,18.0,LOW,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010755,P01951,MP038,Suresh Joshi,2025-07-27,31.5,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010756,P01951,MP038,Suresh Joshi,2026-01-07,33.9,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010757,P01951,MP038,Suresh Joshi,2026-06-15,11.7,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010758,P01951,MP038,Suresh Joshi,2026-02-22,28.9,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010759,P01951,MP038,Suresh Joshi,2026-01-26,44.2,MEDIUM,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010760,P01951,MP038,Suresh Joshi,2025-11-08,39.6,LOW,Potential duplicate detected,Under Review,SYNTHETIC_DEMO
RE00010761,P01952,MP045,Deepak Nair,2025-10-03,20.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010762,P01952,MP045,Deepak Nair,2025-01-25,36.7,LOW,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010763,P01952,MP045,Deepak Nair,2025-04-06,26.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010764,P01952,MP045,Deepak Nair,2026-01-20,34.3,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010765,P01952,MP045,Deepak Nair,2025-01-05,45.8,MEDIUM,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010766,P01952,MP045,Deepak Nair,2026-01-10,45.7,MEDIUM,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010767,P01952,MP045,Deepak Nair,2025-11-27,35.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010768,P01952,MP045,Deepak Nair,2026-06-20,37.4,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010769,P01953,MP052,Vikram Singh,2025-05-18,12.7,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010770,P01953,MP052,Vikram Singh,2026-04-04,8.5,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010771,P01953,MP052,Vikram Singh,2025-07-04,26.5,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010772,P01953,MP052,Vikram Singh,2026-03-23,16.3,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010773,P01953,MP052,Vikram Singh,2026-02-12,21.7,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010774,P01954,MP059,Manoj Mehta,2026-04-28,22.6,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010775,P01954,MP059,Manoj Mehta,2026-02-18,14.0,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010776,P01954,MP059,Manoj Mehta,2026-07-06,19.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010777,P01955,MP006,Neha Sharma,2026-03-24,6.5,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010778,P01955,MP006,Neha Sharma,2026-08-10,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010779,P01955,MP006,Neha Sharma,2025-09-08,25.0,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010780,P01955,MP006,Neha Sharma,2026-05-18,8.3,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010781,P01955,MP006,Neha Sharma,2025-12-15,5.0,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010782,P01956,MP013,Pooja Joshi,2026-07-31,23.3,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010783,P01956,MP013,Pooja Joshi,2025-05-03,20.3,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010784,P01956,MP013,Pooja Joshi,2025-01-24,19.8,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010785,P01957,MP020,Ravi Nair,2025-07-02,26.0,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010786,P01957,MP020,Ravi Nair,2026-05-16,27.5,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010787,P01957,MP020,Ravi Nair,2025-04-08,20.6,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010788,P01957,MP020,Ravi Nair,2026-07-15,39.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010789,P01958,MP027,Nitin Singh,2025-08-18,13.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010790,P01958,MP027,Nitin Singh,2025-12-10,28.4,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010791,P01958,MP027,Nitin Singh,2025-10-25,12.3,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010792,P01958,MP027,Nitin Singh,2025-05-23,20.1,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010793,P01959,MP034,Anita Mehta,2025-09-21,62.8,MEDIUM,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010794,P01959,MP034,Anita Mehta,2026-03-11,57.5,MEDIUM,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010795,P01959,MP034,Anita Mehta,2025-01-18,68.2,MEDIUM,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010796,P01959,MP034,Anita Mehta,2025-05-15,72.6,HIGH,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010797,P01960,MP041,Meena Sharma,2026-05-29,5.6,LOW,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010798,P01960,MP041,Meena Sharma,2025-06-28,6.7,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010799,P01960,MP041,Meena Sharma,2025-07-09,9.6,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010800,P01960,MP041,Meena Sharma,2025-02-26,10.5,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010801,P01961,MP048,Priya Joshi,2026-02-24,16.0,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010802,P01961,MP048,Priya Joshi,2025-07-20,22.5,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010803,P01961,MP048,Priya Joshi,2025-09-09,32.6,LOW,Cost anomaly signal increased,Under Review,SYNTHETIC_DEMO
RE00010804,P01961,MP048,Priya Joshi,2025-04-26,42.6,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010805,P01961,MP048,Priya Joshi,2025-07-26,38.8,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010806,P01961,MP048,Priya Joshi,2025-09-21,27.3,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010807,P01961,MP048,Priya Joshi,2026-08-21,41.1,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010808,P01961,MP048,Priya Joshi,2025-12-11,18.1,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010809,P01962,MP055,Arjun Nair,2025-12-16,14.6,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010810,P01962,MP055,Arjun Nair,2025-12-23,21.9,LOW,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010811,P01962,MP055,Arjun Nair,2026-04-13,36.7,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010812,P01962,MP055,Arjun Nair,2025-05-17,27.2,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010813,P01962,MP055,Arjun Nair,2026-04-07,30.1,LOW,Data consistency check triggered,Reviewed,SYNTHETIC_DEMO
RE00010814,P01962,MP055,Arjun Nair,2025-01-17,32.7,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010815,P01962,MP055,Arjun Nair,2025-09-03,32.5,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010816,P01962,MP055,Arjun Nair,2025-10-26,48.1,MEDIUM,Potential duplicate detected,Unreviewed,SYNTHETIC_DEMO
RE00010817,P01963,MP002,Rahul Singh,2025-03-27,5.0,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010818,P01963,MP002,Rahul Singh,2025-08-15,10.8,LOW,Progress-expenditure mismatch detected,Reviewed,SYNTHETIC_DEMO
RE00010819,P01963,MP002,Rahul Singh,2025-08-18,19.6,LOW,Cost anomaly signal increased,Reviewed,SYNTHETIC_DEMO
RE00010820,P01963,MP002,Rahul Singh,2025-05-17,13.6,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010821,P01963,MP002,Rahul Singh,2025-02-10,14.5,LOW,Routine monitoring review,Unreviewed,SYNTHETIC_DEMO
RE00010822,P01963,MP002,Rahul Singh,2025-06-28,21.4,LOW,Routine monitoring review,Reviewed,SYNTHETIC_DEMO
RE00010823,P01963,MP002,Rahul Singh,2025-11-12,34.2,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010824,P01963,MP002,Rahul Singh,2025-08-16,29.3,LOW,Progress-expenditure mismatch detected,Under Review,SYNTHETIC_DEMO
RE00010825,P01964,MP009,Kavita Mehta,2025-03-05,23.7,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010826,P01964,MP009,Kavita Mehta,2025-02-23,32.8,LOW,Delay risk increased,Under Review,SYNTHETIC_DEMO
RE00010827,P01964,MP009,Kavita Mehta,2026-08-13,25.8,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010828,P01964,MP009,Kavita Mehta,2025-10-18,33.5,LOW,Data consistency check triggered,Unreviewed,SYNTHETIC_DEMO
RE00010829,P01964,MP009,Kavita Mehta,2026-01-26,40.5,MEDIUM,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010830,P01964,MP009,Kavita Mehta,2025-12-22,34.7,LOW,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010831,P01964,MP009,Kavita Mehta,2026-05-20,33.6,LOW,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010832,P01965,MP016,Amit Sharma,2026-05-12,62.2,MEDIUM,Progress-expenditure mismatch detected,Unreviewed,SYNTHETIC_DEMO
RE00010833,P01965,MP016,Amit Sharma,2026-03-21,40.7,MEDIUM,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010834,P01965,MP016,Amit Sharma,2026-05-24,55.6,MEDIUM,Risk score recalibrated after new progress snapshot,Under Review,SYNTHETIC_DEMO
RE00010835,P01965,MP016,Amit Sharma,2025-07-23,71.2,HIGH,Delay risk increased,Reviewed,SYNTHETIC_DEMO
RE00010836,P01965,MP016,Amit Sharma,2026-05-13,72.3,HIGH,Delay risk increased,Unreviewed,SYNTHETIC_DEMO
RE00010837,P01965,MP016,Amit Sharma,2025-11-03,71.3,HIGH,Cost anomaly signal increased,Unreviewed,SYNTHETIC_DEMO
RE00010838,P01966,MP023,Suresh Joshi,2025-01-17,5.0,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010839,P01966,MP023,Suresh Joshi,2025-07-29,11.3,LOW,Potential duplicate detected,Reviewed,SYNTHETIC_DEMO
RE00010840,P01966,MP023,Suresh Joshi,2025-05-19,17.1,LOW,Risk score recalibrated after new progress snapshot,Unreviewed,SYNTHETIC_DEMO
RE00010841,P01966,MP023,Suresh Joshi,2026-05-26,16.6,LOW,Risk score recalibrated after new progress snapshot,Reviewed,SYNTHETIC_DEMO
RE00010842,P01966,MP023,Suresh Joshi,2026-01-16,10.7,LOW,Data consistency check triggered,Under Review,SYNTHETIC_DEMO
RE00010843,P01966,MP023,Suresh Joshi,2025-05-17,18.2,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
RE00010844,P01966,MP023,Suresh Joshi,2026-02-25,23.2,LOW,Routine monitoring review,Under Review,SYNTHETIC_DEMO
